word,Reading,JLPT Level
ソファー,ソファー,N3
粗末,そまつ,N3
それぞれ,それぞれ,N3
それでも,それでも,N3
それと,それと,N3
それとも,それとも,N3
揃う,そろう,N3
揃える,そろえる,N3
損,そん,N3
損害,そんがい,N3
尊敬,そんけい,N3
存在,そんざい,N3
尊重,そんちょう,N3
田,た,N3
他,た,N3
対,たい,N3
大,だい,N3
題,だい,N3
体育,たいいく,N3
体温,たいおん,N3
大会,たいかい,N3
大気,たいき,N3
代金,だいきん,N3
退屈,たいくつ,N3
滞在,たいざい,N3
大使,たいし,N3
大した,たいした,N3
体重,たいじゅう,N3
対象,たいしょう,N3
対照,たいしょう,N3
大臣,だいじん,N3
対する,たいする,N3
大戦,たいせん,N3
態度,たいど,N3
大統領,だいとうりょう,N3
大半,たいはん,N3
代表,だいひょう,N3
大部分,だいぶぶん,N3
タイプライター,タイプライター,N3
逮捕,たいほ,N3
題名,だいめい,N3
ダイヤ,ダイヤ,N3
太陽,たいよう,N3
平ら,たいら,N3
代理,だいり,N3
大陸,たいりく,N3
倒す,たおす,N3
タオル,タオル,N3
だが,だが,N3
互い,たがい,N3
高める,たかめる,N3
宝,たから,N3
宅,たく,N3
炊く,たく,N3
焚く,たく,N3
抱く,だく,N3
だけど,だけど,N3
たしか,たしか,N3
確かめる,たしかめる,N3
多少,たしょう,N3
助かる,たすかる,N3
助ける,たすける,N3
ただ,ただ,N3
只,ただ,N3
唯,ただ,N3
戦い,たたかい,N3
戦う,たたかう,N3
叩く,たたく,N3
直ちに,ただちに,N3
畳む,たたむ,N3
立ち上がる,たちあがる,N3
立場,たちば,N3
建つ,たつ,N3
経つ,たつ,N3
達する,たっする,N3
唯,たった,N3
だって,だって,N3
たっぷり,たっぷり,N3
たとえ,たとえ,N3
谷,たに,N3
他人,たにん,N3
種,たね,N3
束,たば,N3
足袋,たび,N3
度,たび,N3
旅,たび,N3
たびたび,たびたび,N3
玉,たま,N3
球,たま,N3
弾,たま,N3
偶,たま,N3
騙す,だます,N3
偶々,たまたま,N3
たまらない,たまらない,N3
溜まる,たまる,N3
黙る,だまる,N3
試し,ためし,N3
試す,ためす,N3
溜める,ためる,N3
便り,たより,N3
頼る,たよる,N3
段,だん,N3
単位,たんい,N3
単語,たんご,N3
男子,だんし,N3
単純,たんじゅん,N3
誕生,たんじょう,N3
ダンス,ダンス,N3
団体,だんたい,N3
担当,たんとう,N3
単なる,たんなる,N3
単に,たんに,N3
地,ち,N3
地位,ちい,N3
地域,ちいき,N3
チーズ,チーズ,N3
チーム,チーム,N3
知恵,ちえ,N3
地下,ちか,N3
違い,ちがい,N3
違いない,ちがいない,N3
近頃,ちかごろ,N3
地球,ちきゅう,N3
地区,ちく,N3
遅刻,ちこく,N3
知事,ちじ,N3
知識,ちしき,N3
父親,ちちおや,N3
知能,ちのう,N3
地平線,ちへいせん,N3
地方,ちほう,N3
茶,ちゃ,N3
チャンス,チャンス,N3
ちゃんと,ちゃんと,N3
中,ちゅう,N3
注,ちゅう,N3
中央,ちゅうおう,N3
中学,ちゅうがく,N3
中古,ちゅうこ,N3
中止,ちゅうし,N3
駐車,ちゅうしゃ,N3
昼食,ちゅうしょく,N3
中心,ちゅうしん,N3
注目,ちゅうもく,N3
注文,ちゅうもん,N3
長期,ちょうき,N3
調査,ちょうさ,N3
調子,ちょうし,N3
頂上,ちょうじょう,N3
ちょうだい,ちょうだい,N3
貯金,ちょきん,N3
直接,ちょくせつ,N3
著者,ちょしゃ,N3
散らす,ちらす,N3
散る,ちる,N3
遂に,ついに,N3
通過,つうか,N3
通貨,つうか,N3
通学,つうがく,N3
通勤,つうきん,N3
通行,つうこう,N3
通じる,つうじる,N3
通信,つうしん,N3
通訳,つうやく,N3
捕まる,つかまる,N3
掴む,つかむ,N3
疲れ,つかれ,N3
付き合い,つきあい,N3
付合う,つきあう,N3
次々,つぎつぎ,N3
付く,つく,N3
就く,つく,N3
突く,つく,N3
次ぐ,つぐ,N3
注ぐ,つぐ,N3
付ける,つける,N3
着ける,つける,N3
伝わる,つたわる,N3
土,つち,N3
続き,つづき,N3
包み,つつみ,N3
勤め,つとめ,N3
務め,つとめ,N3
繋がる,つながる,N3
繋ぐ,つなぐ,N3
繋げる,つなげる,N3
常に,つねに,N3
翼,つばさ,N3
つまり,つまり,N3
罪,つみ,N3
積む,つむ,N3
詰める,つめる,N3
積もる,つもる,N3
梅雨,つゆ,N3
辛い,つらい,N3
釣,つり,N3
連れ,つれ,N3
出,で,N3
出会い,であい,N3
出合い,であい,N3
出会う,であう,N3
提案,ていあん,N3
定期,ていき,N3
抵抗,ていこう,N3
提出,ていしゅつ,N3
停電,ていでん,N3
程度,ていど,N3
停留所,ていりゅうじょ,N3
デート,デート,N3
敵,てき,N3
出来事,できごと,N3
適する,てきする,N3
適切,てきせつ,N3
適度,てきど,N3
適用,てきよう,N3
できれば,できれば,N3
手品,てじな,N3
ですから,ですから,N3
鉄,てつ,N3
哲学,てつがく,N3
手伝い,てつだい,N3
徹底,てってい,N3
鉄道,てつどう,N3
徹夜,てつや,N3
手間,てま,N3
デモ,デモ,N3
典型,てんけい,N3
天候,てんこう,N3
電子,でんし,N3
テント,テント,N3
伝統,でんとう,N3
天然,てんねん,N3
問い,とい,N3
党,とう,N3
塔,とう,N3
答案,とうあん,N3
同一,どういつ,N3
銅貨,どうか,N3
当時,とうじ,N3
動詞,どうし,N3
同時,どうじ,N3
どうしても,どうしても,N3
どうぞよろしく,どうぞよろしく,N3
到着,とうちゃく,N3
道徳,どうとく,N3
投票,とうひょう,N3
東洋,とうよう,N3
同様,どうよう,N3
童謡,どうよう,N3
同僚,どうりょう,N3
道路,どうろ,N3
通す,とおす,N3
通り過ぎる,とおりすぎる,N3
都会,とかい,N3
溶く,とく,N3
解く,とく,N3
退く,どく,N3
毒,どく,N3
得意,とくい,N3
読書,どくしょ,N3
独身,どくしん,N3
特徴,とくちょう,N3
特長,とくちょう,N3
独特,どくとく,N3
独立,どくりつ,N3
溶ける,とける,N3
解ける,とける,N3
どこか,どこか,N3
ところが,ところが,N3
ところで,ところで,N3
登山,とざん,N3
都市,とし,N3
年月,としつき,N3
図書,としょ,N3
年寄,としより,N3
閉じる,とじる,N3
途端,とたん,N3
土地,とち,N3
突然,とつぜん,N3
トップ,トップ,N3
届く,とどく,N3
とにかく,とにかく,N3
飛ばす,とばす,N3
飛び出す,とびだす,N3
留める,とめる,N3
泊める,とめる,N3
友,とも,N3
共に,ともに,N3
虎,とら,N3
ドライブ,ドライブ,N3
トラック,トラック,N3
ドラマ,ドラマ,N3
トランプ,トランプ,N3
取り上げる,とりあげる,N3
努力,どりょく,N3
トレーニング,トレーニング,N3
ドレス,ドレス,N3
取れる,とれる,N3
泥,どろ,N3
トン,トン,N3
とんでもない,とんでもない,N3
どんなに,どんなに,N3
トンネル,トンネル,N3
名,な,N3
内容,ないよう,N3
なお,なお,N3
仲,なか,N3
流す,ながす,N3
半ば,なかば,N3
仲間,なかま,N3
中身,なかみ,N3
中味,なかみ,N3
眺め,ながめ,N3
眺める,ながめる,N3
流れ,ながれ,N3
流れる,ながれる,N3
亡くす,なくす,N3
殴る,なぐる,N3
無し,なし,N3
なぜなら,なぜなら,N3
謎,なぞ,N3
納得,なっとく,N3
何か,なにか,N3
なにも,なにも,N3
鍋,なべ,N3
生,なま,N3
怠ける,なまける,N3
波,なみ,N3
涙,なみだ,N3
悩む,なやむ,N3
鳴らす,ならす,N3
為る,なる,N3
生る,なる,N3
馴れる,なれる,N3
縄,なわ,N3
何で,なんで,N3
何でも,なんでも,N3
何とか,なんとか,N3
似合う,にあう,N3
煮える,にえる,N3
苦手,にがて,N3
握る,にぎる,N3
日,にち,N3
日常,にちじょう,N3
日光,にっこう,N3
日中,にっちゅう,N3
にっこり,にっこり,N3
日本,にっぽん,N3
日本,にほん,N3
入場,にゅうじょう,N3
煮る,にる,N3
人気,にんき,N3
人間,にんげん,N3
抜く,ぬく,N3
抜ける,ぬける,N3
布,ぬの,N3
濡らす,ぬらす,N3
根,ね,N3
値,ね,N3
願い,ねがい,N3
願う,ねがう,N3
鼠,ねずみ,N3
熱帯,ねったい,N3
熱中,ねっちゅう,N3
年間,ねんかん,N3
年月,ねんげつ,N3
年中,ねんじゅう,N3
年代,ねんだい,N3
年齢,ねんれい,N3
野,の,N3
能,のう,N3
農家,のうか,N3
農業,のうぎょう,N3
農民,のうみん,N3
能力,のうりょく,N3
ノー,ノー,N3
軒,のき,N3
残す,のこす,N3
残り,のこり,N3
乗せる,のせる,N3
載せる,のせる,N3
覗く,のぞく,N3
除く,のぞく,N3
望み,のぞみ,N3
望む,のぞむ,N3
後,のち,N3
ノック,ノック,N3
伸ばす,のばす,N3
延ばす,のばす,N3
伸びる,のびる,N3
延びる,のびる,N3
述べる,のべる,N3
上る,のぼる,N3
昇る,のぼる,N3
載る,のる,N3
のんびり,のんびり,N3
場,ば,N3
はあ ,はあ ,N3
パーセント,パーセント,N3
灰,はい,N3
梅雨,ばいう,N3
バイオリン,バイオリン,N3
ハイキング,ハイキング,N3
配達,はいたつ,N3
パイプ,パイプ,N3
俳優,はいゆう,N3
パイロット,パイロット,N3
生える,はえる,N3
墓,はか,N3
馬鹿,ばか,N3
博士,はかせ,N3
計る,はかる,N3
量る,はかる,N3
測る,はかる,N3
掃く,はく,N3
吐く,はく,N3
拍手,はくしゅ,N3
莫大,ばくだい,N3
爆発,ばくはつ,N3
博物館,はくぶつかん,N3
激しい,はげしい,N3
はさみ,はさみ,N3
破産,はさん,N3
端,はし,N3
始まり,はじまり,N3
パス,パス,N3
外す,はずす,N3
パスポート,パスポート,N3
外れる,はずれる,N3
旗,はた,N3
肌,はだ,N3
裸,はだか,N3
畑,はたけ,N3
働き,はたらき,N3
バッグ,バッグ,N3
発見,はっけん,N3
発行,はっこう,N3
発車,はっしゃ,N3
発射,はっしゃ,N3
罰する,ばっする,N3
発達,はったつ,N3
ばったり,ばったり,N3
発展,はってん,N3
発表,はっぴょう,N3
発明,はつめい,N3
派手,はで,N3
話し合う,はなしあう,N3
離す,はなす,N3
放す,はなす,N3
離れる,はなれる,N3
放れる,はなれる,N3
羽,はね,N3
羽根,はね,N3
幅,はば,N3
母親,ははおや,N3
省く,はぶく,N3
場面,ばめん,N3
流行る,はやる,N3
腹,はら,N3
原,はら,N3
バランス,バランス,N3
針,はり,N3
範囲,はんい,N3
反抗,はんこう,N3
犯罪,はんざい,N3
ハンサム,ハンサム,N3
反省,はんせい,N3
判断,はんだん,N3
犯人,はんにん,N3
販売,はんばい,N3
灯,ひ,N3
ビール,ビール,N3
被害,ひがい,N3
比較,ひかく,N3
ピクニック,ピクニック,N3
悲劇,ひげき,N3
飛行,ひこう,N3
膝,ひざ,N3
非常,ひじょう,N3
美人,びじん,N3
額,ひたい,N3
日付,ひづけ,N3
引越し,ひっこし,N3
必死,ひっし,N3
ぴったり,ぴったり,N3
引っ張る,ひっぱる,N3
否定,ひてい,N3
ビデオ,ビデオ,N3
一言,ひとこと,N3
人込み,ひとごみ,N3
等しい,ひとしい,N3
独り,ひとり,N3
一人一人,ひとりひとり,N3
批判,ひはん,N3
批評,ひひょう,N3
秘密,ひみつ,N3
微妙,びみょう,N3
紐,ひも,N3
冷やす,ひやす,N3
費用,ひよう,N3
表,ひょう,N3
秒,びょう,N3
評価,ひょうか,N3
表現,ひょうげん,N3
表情,ひょうじょう,N3
平等,びょうどう,N3
評判,ひょうばん,N3
表面,ひょうめん,N3
広がる,ひろがる,N3
広げる,ひろげる,N3
広める,ひろめる,N3
品,ひん,N3
瓶,びん,N3
便,びん,N3
ピン,ピン,N3
不,ふ,N3
不,ぶ,N3
無,ぶ,N3
分,ぶ,N3
不安,ふあん,N3
風景,ふうけい,N3
夫婦,ふうふ,N3
笛,ふえ,N3
不可,ふか,N3
深まる,ふかまる,N3
武器,ぶき,N3
拭く,ふく,N3
服装,ふくそう,N3
含む,ふくむ,N3
含める,ふくめる,N3
袋,ふくろ,N3
不幸,ふこう,N3
節,ふし,N3
無事,ぶじ,N3
不思議,ふしぎ,N3
不自由,ふじゆう,N3
夫人,ふじん,N3
婦人,ふじん,N3
不正,ふせい,N3
防ぐ,ふせぐ,N3
不足,ふそく,N3
舞台,ぶたい,N3
双子,ふたご,N3
再び,ふたたび,N3
普段,ふだん,N3
縁,ふち,N3
打つ,ぶつ,N3
不通,ふつう,N3
物価,ぶっか,N3
ぶつかる,ぶつかる,N3
ぶつける,ぶつける,N3
物質,ぶっしつ,N3
物理,ぶつり,N3
筆,ふで,N3
ふと,ふと,N3
部分,ぶぶん,N3
不平,ふへい,N3
不満,ふまん,N3
増やす,ふやす,N3
殖やす,ふやす,N3
プラス,プラス,N3
プラスチック,プラスチック,N3
プラン,プラン,N3
不利,ふり,N3
振る,ふる,N3
震える,ふるえる,N3
ブレーキ,ブレーキ,N3
触れる,ふれる,N3
プロ,プロ,N3
分,ぶん,N3
文,ぶん,N3
雰囲気,ふんいき,N3
分析,ぶんせき,N3
文明,ぶんめい,N3
分野,ぶんや,N3
塀,へい,N3
平均,へいきん,N3
平和,へいわ,N3
別に,べつに,N3
減らす,へらす,N3
減る,へる,N3
ベルト,ベルト,N3
変化,へんか,N3
ペンキ,ペンキ,N3
変更,へんこう,N3
ベンチ,ベンチ,N3
弁当,べんとう,N3
方,ほう,N3
法,ほう,N3
棒,ぼう,N3
冒険,ぼうけん,N3
方向,ほうこう,N3
報告,ほうこく,N3
宝石,ほうせき,N3
包装,ほうそう,N3
豊富,ほうふ,N3
方法,ほうほう,N3
方々,ほうぼう,N3
訪問,ほうもん,N3
吠える,ほえる,N3
ボーイ,ボーイ,N3
ボート,ボート,N3
ホーム,ホーム,N3
ボール,ボール,N3
他,ほか,N3
誇り,ほこり,N3
埃,ほこり,N3
保証,ほしょう,N3
保存,ほぞん,N3
歩道,ほどう,N3
仏,ほとけ,N3
骨,ほね,N3
炎,ほのお,N3
頬,ほほ,N3
頬,ほお,N3
ほぼ,ほぼ,N3
微笑む,ほほえむ,N3
堀,ほり,N3
濠,ほり,N3
本当,ほんと,N3
本人,ほんにん,N3
本物,ほんもの,N3
ぼんやり,ぼんやり,N3
間,ま,N3
まあ,まあ,N3
マーケット,マーケット,N3
マイク,マイク,N3
迷子,まいご,N3
マイナス,マイナス,N3
任せる,まかせる,N3
巻く,まく,N3
蒔く,まく,N3
撒く,まく,N3
幕,まく,N3
負け,まけ,N3
孫,まご,N3
まさか,まさか,N3
まさに,まさに,N3
混ざる,まざる,N3
交ざる,まざる,N3
混じる,まじる,N3
交じる,まじる,N3
増す,ます,N3
貧しい,まずしい,N3
マスター,マスター,N3
ますます,ますます,N3
混ぜる,まぜる,N3
交ぜる,まぜる,N3
街,まち,N3
間違い,まちがい,N3
松,まつ,N3
真っ赤,まっか,N3
全く,まったく,N3
祭,まつり,N3
まとまる,まとまる,N3
まとめる,まとめる,N3
学ぶ,まなぶ,N3
真似,まね,N3
招く,まねく,N3
まぶしい,まぶしい,N3
柵,さく,N3
裂ける,さける,N3
裁く,さばく,N3
酸化,さんか,N3
死,し,N3
資格,しかく,N3
視覚,しかく,N3
指揮,しき,N3
磁気,じき,N3
磁器,じき,N3
自己,じこ,N3
字体,じたい,N3
辞退,じたい,N3
視点,してん,N3
脂肪,しぼう,N3
志望,しぼう,N3
衆,しゅう,N3
住,じゅう,N3
修飾,しゅうしょく,N3
私用,しよう,N3
仕様,しよう,N3
情,じょう,N3
生涯,しょうがい,N3
上司,じょうし,N3
正体,しょうたい,N3
照明,しょうめい,N3
女史,じょし,N3
助詞,じょし,N3
ショック,ショック,N3
進行,しんこう,N3
新興,しんこう,N3
振興,しんこう,N3
申告,しんこく,N3
真理,しんり,N3
水洗,すいせん,N3
ストレス,ストレス,N3
擦る,する,N3
正規,せいき,N3
精巧,せいこう,N3
精算,せいさん,N3
成年,せいねん,N3
声明,せいめい,N3
姓名,せいめい,N3
生理,せいり,N3
節,せつ,N3
膳,ぜん,N3
禅,ぜん,N3
選挙,せんきょ,N3
先行,せんこう,N3
選考,せんこう,N3
相,そう,N3
沿う,そう,N3
添う,そう,N3
僧,そう,N3
像,ぞう,N3
捜査,そうさ,N3
操縦,そうじゅう,N3
創造,そうぞう,N3
隊,たい,N3
退学,たいがく,N3
タイトル,タイトル,N3
ダウン,ダウン,N3
高まる,たかまる,N3
断つ,たつ,N3
盾,たて,N3
例え,たとえ,N3
チャイム,チャイム,N3
挑戦,ちょうせん,N3
治療,ちりょう,N3
対,つい,N3
接ぐ,つぐ,N3
継ぐ,つぐ,N3
摘む,つむ,N3
露,つゆ,N3
強まる,つよまる,N3
強める,つよめる,N3
データ,データ,N3
デザイン,デザイン,N3
デザート,デザート,N3
転校,てんこう,N3
伝言,でんごん,N3
と,と,N3
問う,とう,N3
棟,とう,N3
倒産,とうさん,N3
同士,どうし,N3
同志,どうし,N3
当然,とうぜん,N3
動揺,どうよう,N3
説く,とく,N3
綴じる,とじる,N3
供,とも,N3
並,なみ,N3
慣らす,ならす,N3
馴らす,ならす,N3
難,なん,N3
音,ね,N3
年鑑,ねんかん,N3
脳,のう,N3
臨む,のぞむ,N3
肺,はい,N3
～敗,はい,N3
映える,はえる,N3
諮る,はかる,N3
図る,はかる,N3
生やす,はやす,N3
班,はん,N3
判,はん,N3
版,はん,N3
碑,ひ,N3
非行,ひこう,N3
票,ひょう,N3
広まる,ひろまる,N3
深める,ふかめる,N3
福,ふく,N3
振り,ふり,N3
経る,へる,N3
保護,ほご,N3
保障,ほしょう,N3
補償,ほしょう,N3
ほっと,ほっと,N3
前もって,まえもって,N3
膜,まく,N3
マスコミ,マスコミ,N3
股,また,N3
末,まつ,N3
マッサージ,マッサージ,N3
見掛ける,みかける,N3
捲る,めくる,N3
メッセージ,メッセージ,N3
野党,やとう,N3
優,ゆう,N3
有機,ゆうき,N3
世,よ,N3
良い,よい,N3
予想,よそう,N3
弱まる,よわまる,N3
弱める,よわめる,N3
ラベル,ラベル,N3
ルール,ルール,N3
枠,わく,N3
踏む,ふむ,N3
～区,～く,N4
すっと,すっと,N4
盗む,ぬすむ,N4
大抵,たいてい,N4
とうとう,とうとう,N4
ガソリン,ガソリン,N4
鳴る,なる,N4
しっかり,しっかり,N4
生きる,いきる,N4
苦い,にがい,N4
沸く,わく,N4
意見,いけん,N4
やはり,やはり,N4
やっぱり,やっぱり,N4
漫画,まんが,N4
ステレオ,ステレオ,N4
医学,いがく,N4
テキスト,テキスト,N4
～月,～つき,N4
折る,おる,N4
～会,～かい,N4
うかがう,うかがう,N4
聞こえる,きこえる,N4
僕,ぼく,N4
必ず,かならず,N4
壊す,こわす,N4
怒る,おこる,N4
床屋,とこや,N4
オートバイ,オートバイ,N4
運動,うんどう,N4
止む,やむ,N4
もし,もし,N4
表,おもて,N4
大学生,だいがくせい,N4
運転手,うんてんしゅ,N4
予習,よしゅう,N4
心配,しんぱい,N4
別,べつ,N4
非常に,ひじょうに,N4
お宅,おたく,N4
柔らかい,やわらかい,N4
拾う,ひろう,N4
～ございます,～ございます,N4
気,き,N4
比べる,くらべる,N4
ほとんど,ほとんど,N4
つもり,つもり,N4
郊外,こうがい,N4
だめ,だめ,N4
売り場,うりば,N4
正月,しょうがつ,N4
規則,きそく,N4
うん,うん,N4
発音,はつおん,N4
焼く,やく,N4
屋上,おくじょう,N4
失礼,しつれい,N4
ごみ,ごみ,N4
アフリカ,アフリカ,N4
点,てん,N4
一生懸命,いっしょうけんめい,N4
今度,こんど,N4
機会,きかい,N4
建てる,たてる,N4
複雑,ふくざつ,N4
彼,かれ,N4
いらっしゃる,いらっしゃる,N4
布団,ふとん,N4
大事,だいじ,N4
贈り物,おくりもの,N4
泥棒,どろぼう,N4
～製,～せい,N4
注意,ちゅうい,N4
台風,たいふう,N4
日,ひ,N4
～軒,～けん,N4
そう,そう,N4
通る,とおる,N4
過ぎる,すぎる,N4
レポート,レポート,N4
葉,は,N4
必要,ひつよう,N4
課長,かちょう,N4
地震,じしん,N4
すると,すると,N4
止める,やめる,N4
ガラス,ガラス,N4
～学部,～がくぶ,N4
厳しい,きびしい,N4
エスカレーター,エスカレーター,N4
人口,じんこう,N4
月,つき,N4
絹,きぬ,N4
ちっとも,ちっとも,N4
深い,ふかい,N4
壊れる,こわれる,N4
揺れる,ゆれる,N4
落る,おちる,N4
できるだけ,できるだけ,N4
悲しい,かなしい,N4
中学校,ちゅうがっこう,N4
ガス,ガス,N4
祈る,いのる,N4
盛ん,さかん,N4
アルバイト,アルバイト,N4
起こす,おこす,N4
致す,いたす,N4
噛む,かむ,N4
赤ちゃん,あかちゃん,N4
浅い,あさい,N4
嘘,うそ,N4
小説,しょうせつ,N4
親,おや,N4
それに,それに,N4
西洋,せいよう,N4
思う,おもう,N4
パート ,パート ,N4
時代,じだい,N4
申し上げる,もうしあげる,N4
～式,～しき,N4
出席,しゅっせき,N4
～家,～か,N4
迎える,むかえる,N4
触る,さわる,N4
建て,～だて,N4
社長,しゃちょう,N4
動物園,どうぶつえん,N4
捕まえる,つかまえる,N4
季節,きせつ,N4
寄る,よる,N4
決まる,きまる,N4
開く,ひらく,N4
逃げる,にげる,N4
だから,だから,N4
残念,ざんねん,N4
畳,たたみ,N4
丁寧,ていねい,N4
地理,ちり,N4
さっき,さっき,N4
怖い,こわい,N4
包む,つつむ,N4
なるべく,なるべく,N4
無理,むり,N4
サンドイッチ,サンドイッチ,N4
会議室,かいぎしつ,N4
品物,しなもの,N4
人形,にんぎょう,N4
利用,りよう,N4
飾る,かざる,N4
止める,とめる,N4
恥ずかしい,はずかしい,N4
いくら～ても,いくら～ても,N4
用事,ようじ,N4
ビル,ビル,N4
けんか,けんか,N4
頑張る,がんばる,N4
投げる,なげる,N4
故障,こしょう,N4
力,ちから,N4
受ける,うける,N4
気分,きぶん,N4
間違える,まちがえる,N4
そんな,そんな,N4
星,ほし,N4
場合,ばあい,N4
やっと,やっと,N4
足りる,たりる,N4
行う,おこなう,N4
ぶどう,ぶどう,N4
無くなる,なくなる,N4
準備,じゅんび,N4
世界,せかい,N4
住所,じゅうしょ,N4
再来月,さらいげつ,N4
林,はやし,N4
倍,ばい,N4
痩せる,やせる,N4
線,せん,N4
戦争,せんそう,N4
決める,きめる,N4
調べる,しらべる,N4
寝坊,ねぼう,N4
パパ,パパ,N4
光る,ひかる,N4
夫,おっと,N4
雲,くも,N4
坂,さか,N4
～ しまう,～ しまう,N4
飛行場,ひこうじょう,N4
柔道,じゅうどう,N4
決して,けっして,N4
事務所,じむしょ,N4
連絡,れんらく,N4
小学校,しょうがっこう,N4
客,きゃく,N4
昔,むかし,N4
美しい,うつくしい,N4
捨てる,すてる,N4
なさる,なさる,N4
事,こと,N4
どんどん,どんどん,N4
試合,しあい,N4
適当,てきとう,N4
素晴らしい,すばらしい,N4
美術館,びじゅつかん,N4
文法,ぶんぽう,N4
終わり,おわり,N4
壁,かべ,N4
一度,いちど,N4
お礼,おれい,N4
親切,しんせつ,N4
知らせる,しらせる,N4
歯医者,はいしゃ,N4
熱心,ねっしん,N4
始める,はじめる,N4
もらう,もらう,N4
泣く,なく,N4
治る,なおる,N4
熱,ねつ,N4
お祭り,おまつり,N4
水道,すいどう,N4
匂い,におい,N4
ベル,ベル,N4
赤ん坊,あかんぼう,N4
おかしい,おかしい,N4
事故,じこ,N4
変,へん,N4
辞典,じてん,N4
残る,のこる,N4
立てる,たてる,N4
くれる,くれる,N4
～員,～いん,N4
原因,げんいん,N4
驚く,おどろく,N4
いただく,頂く,N4
祖母,そぼ,N4
場所,ばしょ,N4
答,こたえ,N4
もちろん,もちろん,N4
漬ける,つける,N4
受付,うけつけ,N4
内,うち,N4
スクリーン,スクリーン,N4
増える,ふえる,N4
または,または,N4
けが,けが,N4
以下,いか,N4
選ぶ,えらぶ,N4
～ばかり,～ばかり,N4
心,こころ,N4
～だす,～だす,N4
サラダ,サラダ,N4
届ける,とどける,N4
挨拶,あいさつ,N4
景色,けしき,N4
確か,たしか,N4
ステーキ,ステーキ,N4
食料品,しょくりょうひん,N4
森,もり,N4
以内,いない,N4
予定,よてい,N4
オーバー,オーバー,N4
乾く,かわく,N4
石,いし,N4
思い出す,おもいだす,N4
踊る,おどる,N4
細かい,こまかい,N4
塗る,ぬる,N4
ご主人,ごしゅじん,N4
珍しい,めずらしい,N4
用,よう,N4
公務員,こうむいん,N4
お嬢さん,おじょうさん,N4
用意,ようい,N4
探す,さがす,N4
形,かたち,N4
運転,うんてん,N4
すっかり,すっかり,N4
アナウンサー,アナウンサー,N4
お土産,おみやげ,N4
消しゴム,けしゴム,N4
旅館,りょかん,N4
海岸,かいがん,N4
寂しい,さびしい,N4
火,ひ,N4
育てる,そだてる,N4
味噌,みそ,N4
お祝い,おいわい,N4
乗り物,のりもの,N4
案内,あんない,N4
通う,かよう,N4
連れる,つれる,N4
技術,ぎじゅつ,N4
小鳥,ことり,N4
下宿,げしゅく,N4
ジャム,ジャム,N4
招待,しょうたい,N4
鏡,かがみ,N4
はず,はず,N4
法律,ほうりつ,N4
進む,すすむ,N4
楽む,たのしむ,N4
貿易,ぼうえき,N4
反対,はんたい,N4
おる,おる,N4
申す,もうす,N4
試験,しけん,N4
真面目,まじめ,N4
ごらんになる,,N4
店員,てんいん,N4
泊まる,とまる,N4
よろしい,よろしい,N4
今夜,こんや,N4
おつり,おつり,N4
チェック,チェック,N4
会話,かいわ,N4
空気,くうき,N4
交通,こうつう,N4
ワープロ,ワープロ,N4
喜ぶ,よろこぶ,N4
急行,きゅうこう,N4
皆,みな,N4
味,あじ,N4
空港,くうこう,N4
手袋,てぶくろ,N4
校長,こうちょう,N4
ごちそう,ごちそう,N4
踊り,おどり,N4
興味,きょうみ,N4
引っ越す,ひっこす,N4
冷房,れいぼう,N4
都合,つごう,N4
遠慮,えんりょ,N4
亡くなる,なくなる,N4
科学,かがく,N4
はっきり,はっきり,N4
差し上げる,さしあげる,N4
気持ち,きもち,N4
祖父,そふ,N4
港,みなと,N4
予約,よやく,N4
凄い,すごい,N4
入学,にゅうがく,N4
片付ける,かたづける,N4
写す,うつす,N4
パソコン,パソコン,N4
部長,ぶちょう,N4
火事,かじ,N4
足す,たす,N4
教会,きょうかい,N4
彼ら,かれら,N4
一杯,いっぱい,N4
アメリカ,アメリカ,N4
男性,だんせい,N4
理由,りゆう,N4
生産,せいさん,N4
着物,きもの,N4
おもちゃ,おもちゃ,N4
暮れる,くれる,N4
釣る,つる,N4
～ちゃん,～ちゃん,N4
打つ,うつ,N4
あんな,あんな,N4
謝る,あやまる,N4
昼間,ひるま,N4
教育,きょういく,N4
女性,じょせい,N4
米,こめ,N4
邪魔,じゃま,N4
国際,こくさい,N4
隅,すみ,N4
伺う,うかがう,N4
再来週,さらいしゅう,N4
夢,ゆめ,N4
喉,のど,N4
最近,さいきん,N4
周り,まわり,N4
歴史,れきし,N4
不便,ふべん,N4
血,ち,N4
～続ける,～つづける,N4
毛,け,N4
ひどい,ひどい,N4
例えば,たとえば,N4
中々,なかなか,N4
随分,ずいぶん,N4
～やすい,～やすい,N4
押し入れ,おしいれ,N4
電灯,でんとう,N4
叱る,しかる,N4
サンダル,サンダル,N4
びっくりする,びっくりする,N4
うまい,うまい,N4
変える,かえる,N4
講堂,こうどう,N4
子,こ,N4
沸かす,わかす,N4
レジ,レジ,N4
しばらく,しばらく,N4
特に,とくに,N4
空く,あく,N4
計画,けいかく,N4
通り,とおり,N4
下着,したぎ,N4
経済,けいざい,N4
こう,こう,N4
是非,ぜひ,N4
裏,うら,N4
為,ため,N4
おいでになる,おいでになる,N4
変わる,かわる,N4
以外,いがい,N4
済む,すむ,N4
ハンバーグ,ハンバーグ,N4
市,し,N4
引き出し,ひきだし,N4
遊び,あそび,N4
支度,したく,N4
